,company,location,salary_from,salary_to,technologies,title
547,Cambridge Consultants US,"Boston, MA",,,"['design', 'c', 'c++', 'embedded']","Principal Medical Software Architect at Cambridge Consultants US (Boston, MA)"
548,Cambridge Consultants US,"Boston, MA",,,"['python', 'deep-learning', 'tensorflow', 'pytorch', 'artificial-intelligence']","Machine Learning Engineer at Cambridge Consultants US (Boston, MA)"
549,Smals,"Sint-Gillis, Belgium",,,"['java', 'scrum', 'project', 'development-environment']","Development Manager who wants to have an impact on daily life at Smals (Sint-Gillis, Belgium)"
550,BIOTRONIK SE & Co. KG,"Berlin, Deutschland",58270.0,81578.0,"['java', 'devops', 'maven', 'git', 'mobile']","Softwareentwickler Java IoT (m/w) at BIOTRONIK SE & Co. KG (Berlin, Deutschland)"
551,BIOTRONIK SE & Co. KG,"Berlin, Deutschland",69.92399999999999,81.578,"['java', 'c#', 'test', 'persistence', 'testing']","Softwareentwickler für Tests medizintechnischer Systeme (w/m) at BIOTRONIK SE & Co. KG (Berlin, Deutschland)"
552,Royal Netherlands Institute for Sea Research (NIOZ),"Den Hoorn Texel, Netherlands",38458.2,58270.0,"['c#', 'javascript', 'git', 'asp.net-web-api', 'typescript']","Software developer at Royal Netherlands Institute for Sea Research (NIOZ) (Den Hoorn Texel, Netherlands)"
553,ING-DiBa AG,"Frankfurt am Main, Deutschland",,,"['architecture', 'business-logic', 'banking']","Enterprise Architect (m/w) in spe at ING-DiBa AG (Frankfurt am Main, Deutschland)"
554,TrustYou,"München, Deutschland",,,"['product', 'user-stories', 'communication']","Product Manager Client Success at TrustYou (München, Deutschland)"
555,TEDi GmbH & Co. KG,"Dortmund, Deutschland",,,"['oracle', 'sql', 'javascript', 'oracle-apex', 'workflow']","(Junior-)Softwareentwickler (m/w) at TEDi GmbH & Co. KG (Dortmund, Deutschland)"
556,Citymapper,"London, UK",,,"['objective-c', 'ios', 'android', 'gtfs', 'kotlin']","Android or iOS Developer at Citymapper (London, UK)"
557,Siemens AG,"Erlangen, Deutschland",,,"['network-protocols', 'testing', 'python', 'hadoop']","Experte (m/w) Virtualisierung der Energieübertragung at Siemens AG (Erlangen, Deutschland)"
558,Osirium,"Theale, UK",52752.0,85722.0,"['python', 'twisted', 'sqlalchemy', 'celery']","Python Software Engineer at Osirium (Theale, UK)"
559,LORENZ Life Sciences Group,"Frankfurt am Main, Deutschland",,,"['jira-agile', 'vsphere', 'hyper-v', 'windows-server-2012-r2', 'routing', 'sysadmin']","System Administrator Cloud Applications- bis zu 2 Tage/Woche Homeoffice möglich at LORENZ Life Sciences Group (Frankfurt am Main, Deutschland)"
560,iflix,"Kuala Lumpur, Malaysia",30000.0,60000.0,"['node.js', 'amazon-web-services']","Lead/Senior Software Engineer (Personalization,Search & AB Testing) at iflix (Kuala Lumpur, Malaysia)"
561,Rohde & Schwarz,"München, Deutschland",,,"['testing', 'automated-tests', 'ip', 'protocols']","Software Developer (m/f) for IP and Application Tests at Rohde & Schwarz (München, Deutschland)"
562,Rohde & Schwarz,"München, Deutschland",,,"['automated-tests', 'lte', 'ims']","Software Developer (m/f) for LTE/5G Mobile Radio Protocols at Rohde & Schwarz (München, Deutschland)"
563,Comptel Corporation,"Helsinki, Finland",,,"['agile-project-management', 'jira', 'cloud', 'open-source', 'telecommunication']","Technical Product Owner - Provisioning and Activation at Comptel Corporation (Helsinki, Finland)"
564,Comptel Corporation,"Helsinki, Finland",,,"['javascript', 'rest', 'user-interface', 'user-experience', 'frontend']","Senior Frontend Developer at Comptel Corporation (Helsinki, Finland)"
565,Continental AG,"Regensburg, Deutschland",,,"['ms-project-server-2013', 'sharepoint-2013', 'system-administration', 'web-development-server', 'c#']","IT Administrator (m/w) für Projekt Management Applikationen at Continental AG (Regensburg, Deutschland) (allows remote)"
566,Savvii Managed WordPress Hosting,"Nijmegen, Netherlands",,,"['ruby', 'chef', 'node.js', 'php', 'amqp', 'sysadmin']","Write quality code that scales as our new backend dev at Savvii Managed WordPress Hosting (Nijmegen, Netherlands) (allows remote)"
567,IAV - automotive engineering,"Gifhorn, Deutschland",,,"['c++', 'java', 'javascript']","Informatiker (m/w) - Powertrain Mechatronik at IAV - automotive engineering (Gifhorn, Deutschland)"
568,Trustly,"Stockholm, Sweden",,,"['java', 'agile', 'linux', 'scrum']","Java Team Lead at Trustly (Stockholm, Sweden)"
569,ZEISS Group,"München, Deutschland",,,"['.net', 'wpf', 'c#', 'architecture', 'microservices']","Software Architect (m/f) @ Carl Zeiss Microscopy GmbH at ZEISS Group (München, Deutschland)"
570,Trustly,"Stockholm, Sweden",,,"['java', 'sql', 'linux', 'javascript', 'xpath']","Junior Java Developer at Trustly (Stockholm, Sweden)"
571,Flippler GmbH,"München, Germany",,,"['asp.net', 'core', 'javascript', 'mysql', 'c#']","Full-Stack Entwickler at Flippler GmbH (München, Germany)"
572,USU Software AG,"Karlsruhe, Deutschland",,,"['java', 'javascript', 'sql']","Software Engineer (m/w) im Bereich Wissensdatenbanken (Möglingen oder Karlsruhe) at USU Software AG (Karlsruhe, Deutschland)"
573,Trustly,"Stockholm, Sweden",57412.8,100472.4,"['postgresql', 'sql', 'database', 'perl', 'sql-server']","Senior Database Developer at Trustly (Stockholm, Sweden)"
574,USU Software AG,"Möglingen, Deutschland",,,"['javascript', 'java', 'css']","Softwareentwickler (m/w) Digital Experience at USU Software AG (Möglingen, Deutschland)"
575,Trustly,"Stockholm, Sweden",,,"['javascript', 'css', 'webpack', 'user-experience', 'html']","Javascript Developer at Trustly (Stockholm, Sweden)"
576,USU Software AG,"Bonn, Deutschland",,,"['java', 'web-services', 'sql']","JAVA Entwickler (m/w) at USU Software AG (Bonn, Deutschland)"
577,ipt Innovation Process Technology,"Zürich, Schweiz",,,"['java', 'java-ee', 'soa', 'xml', 'bpm']","Cloud Consultant (m/w) at ipt Innovation Process Technology (Zürich, Schweiz)"
578,Innovation Process Technology,"Bern, Schweiz",,,"['machine-learning', 'analytics', 'ibm-watson-cognitive', 'azure', 'data-science']","Advanced Analytics & Machine Learning Senior Consultant at Innovation Process Technology (Bern, Schweiz)"
579,Debut,"London, UK",65940.0,98910.0,"['javascript', 'angularjs', 'html', 'html5', 'css3']","Lead/Senior Frontend Developer -- Build the job app for the next generation! at Debut (London, UK)"
580,Debut,"London, UK",65940.0,98910.0,"['android', 'mobile', 'java']","Lead/Senior Android Developer -- Build the job app for the next generation! at Debut (London, UK)"
581,Chegg,"Berlin, Germany",85000.0,95000.0,"['swift', 'objective-c', 'javascript', 'java', 'algorithm']","Sr Math Developer / Sr SW Engineer - Objective-C, Java, Swift, Javascript at Chegg (Berlin, Germany)"
582,Nintex,"Melbourne, Australia",,,"['angularjs', 'css', 'html', '.net', 'typescript']","Senior Front End Developer - Angular 2 at Nintex (Melbourne, Australia)"
583,"SoClean, Inc","Peterborough, NH",80000.0,100000.0,"['linux', 'windows', 'amazon-web-services', 'netsuite', 'sysadmin']","Systems Engineer at SoClean, Inc (Peterborough, NH)"
584,"SoClean, Inc","Peterborough, NH",70000.0,100000.0,"['php', 'mysql', 'wordpress', 'node.js', 'netsuite']","Software Engineer at SoClean, Inc (Peterborough, NH)"
585,GetYourGuide AG,"Berlin, Germany",,,"['python', 'sql', 'google-adwords', 'apache-spark']","Senior Python Backend Engineer - Turn trips into amazing experiences! at GetYourGuide AG (Berlin, Germany)"
586,GetYourGuide AG,"Berlin, Germany",,,"['sql', 'apache-spark', 'etl', 'hadoop', 'mysql']","Data Engineer, Business Intelligence - Turning trips into amazing experiences! at GetYourGuide AG (Berlin, Germany)"
587,GetYourGuide AG,"Berlin, Germany",,,"['apache-spark', 'algorithm', 'scala', 'machine-learning', 'search']","Data Engineer, Data Product (Spark & Scala)-Turn trips into amazing experiences! at GetYourGuide AG (Berlin, Germany)"
588,GetYourGuide AG,"Berlin, Germany",,,"['php', 'mysql', 'symfony']","PHP Backend Engineer, Marketplace - Help turn trips into amazing experiences! at GetYourGuide AG (Berlin, Germany)"
589,Mylivn,"Munich, Germany",,,"['android', 'facebook-android-sdk']","Android Developer, Software Engineer at Mylivn (Munich, Germany)"
590,PropertyGuru Pte Ltd,Singapore,,,"['php', 'java', 'sql', 'crm', 'erp']",Ecommerce Engineer at PropertyGuru Pte Ltd (Singapore)
591,Stadler Bussnang AG,"Wallisellen, Schweiz",,,"['c', 'c++', 'algorithms', 'camera']","Software Engineer C/C++ Algorithms & Sensor Fusion (f/m) at Stadler Bussnang AG (Wallisellen, Schweiz)"
592,American Family,"Madison, WI",,,"['hadoop', 'apache-spark', 'r']","Senior Big Data Developer - Hadoop at American Family (Madison, WI)"
593,"cPanel, Inc","Houston, TX",,,"['perl', 'javascript', 'php', 'linux', 'python', 'sysadmin']","Development Manager at cPanel, Inc (Houston, TX)"
594,CivicActions,"Sacramento, CA",,,"['ruby-on-rails', 'ruby', 'tdd', 'agile', 'automated-tests']","Lead Ruby on Rails Developer for government transformation at CivicActions (Sacramento, CA)"
595,zone·tv,"Los Angeles, CA",50000.0,55000.0,"['office365', 'ms-office', 'confluence']","Programming Coordinator at zone·tv (Los Angeles, CA)"
596,TradeRev,"Toronto, ON, Canada",,,"['android', 'sql', 'mobile', 'web-services', 'rest']","Senior Android Developer at TradeRev (Toronto, ON, Canada)"
597,UJET,"San Francisco, CA",,,"['aws', 'ruby-on-rails', 'linux', 'ansible', 'system-administration', 'sysadmin']","Site Reliability Engineer at UJET (San Francisco, CA)"
598,Rochester Institute of Technology,"Rochester, NY",,,"['sql', 'c#', '.net']","Sr Programmer/Analyst at Rochester Institute of Technology (Rochester, NY)"
599,Rally Health,"San Francisco, CA",,,"['scala', 'hadoop', 'amazon-web-services', 'sql']","Senior Data Engineer at Rally Health (San Francisco, CA)"
600,Rally Health,"San Francisco, CA",,,"['chef', 'splunk', 'datadog']","DevOps Engineer at Rally Health (San Francisco, CA)"
601,Rally Health,"Minneapolis, MN",,,"['scala', 'java', 'aws', 'hadoop', 'soa']","Senior Backend Software Engineer at Rally Health (Minneapolis, MN)"
602,Rally Health,"San Francisco, CA",,,"['scala', 'nosql', 'amazon-web-services', 'chef', 'puppet']","Senior Backend Software Engineer at Rally Health (San Francisco, CA)"
603,Rally Health,"Washington, DC",,,"['scala', 'soa', 'nosql', 'chef', 'puppet']","Senior Backend Software Engineer at Rally Health (Washington, DC)"
604,BlackRock,"San Francisco, CA",,,['finance'],"Implementation Manager at BlackRock (San Francisco, CA)"
605,Trilogy Education Services,"Portsmouth, NH",,,"['javascript', 'node.js', 'reactjs', 'express', 'mysql']","Web Development Instructor - University of New Hampshire (Part-Time) at Trilogy Education Services (Portsmouth, NH)"
606,iland Internet Solutions Corporation,"Houston, TX",,,"['cloud-hosting', 'iaas']","Junior Software Developer at iland Internet Solutions Corporation (Houston, TX)"
607,PKC Security,"Huntington Beach, CA",89000.0,145000.0,"['clojure', 'react-native', 'elasticsearch', 'oauth', 'node.js']","Software Engineer - Rapid Prototyping at PKC Security (Huntington Beach, CA)"
608,Bell Media Digital,"Montreal, QC, Canada",,,"['java', 'mysql', 'javascript', 'angularjs', 'nosql']","Web CMS Software Architect, Bell Media at Bell Media Digital (Montreal, QC, Canada)"
609,Bell Media Digital,"Toronto, ON, Canada",,,"['user-interface', 'mobile', 'ott', 'javascript', 'web-services']","OTT/IPTV Technical Solutions Architect, Bell Media at Bell Media Digital (Toronto, ON, Canada)"
610,Nuovo Solutions,"Hyderabad, India",7673.0,15346.0,"['amazon-web-services', 'devops', 'docker', 'kubernetes', 'amazon-ecs', 'sysadmin']","AWS DevOps Engineer at Nuovo Solutions (Hyderabad, India)"
611,Nuovo Solutions,"Greenwood Village, CO",55000.0,135000.0,"['java', 'microservices', 'rest', 'nosql', 'amazon-web-services']","Java Microservices Developer at Nuovo Solutions (Greenwood Village, CO)"
612,Nuovo Solutions,"Greenwood Village, CO",55000.0,150000.0,"['amazon-web-services', 'devops', 'docker', 'kubernetes', 'amazon-ecs', 'sysadmin']","AWS DevOps Engineer at Nuovo Solutions (Greenwood Village, CO)"
613,JP Morgan Chase,"Jersey City, NJ",,,"['jenkins', 'chef', 'ansible', 'infrastructure']","Infrastructure Engineering Architect at JP Morgan Chase (Jersey City, NJ)"
614,JP Morgan Chase,"Jersey City, NJ",,,"['infrastructure', 'automation', 'puppet', 'ansible']","Global Technology Configuration Management Engineering and Architecture Lead at JP Morgan Chase (Jersey City, NJ)"
615,MPAQ Automation,"Mississauga, ON, Canada",,,"['c#', 'asp.net', 'reactjs', 'sql']","Automation and Control Systems .NET Software Engineer at MPAQ Automation (Mississauga, ON, Canada)"
616,Northwestern Mutual,"Milwaukee, WI",,,"['security', 'amazon-web-services', 'cloud']","Senior Cloud Security Engineer at Northwestern Mutual (Milwaukee, WI) (allows remote)"
617,IDx,"Iowa City, IA",45000.0,60000.0,"['python', 'mirth', 'hl7', 'dicom', 'sysadmin']","Med Device Integration Pro at Leading Health Tech Company at IDx (Iowa City, IA)"
618,LBi Software,"Melville, NY",,,"['java', 'spring', 'rest', 'angularjs', 'sql']","JAVA Full Stack Web Application - Senior at LBi Software (Melville, NY)"
619,Mobiquity Inc.,"Waltham, MA",,,"['amazon-web-services', 'reactjs', 'node.js']","Node.js Developer at Mobiquity Inc. (Waltham, MA)"
620,"Marble Robot, Inc.","San Francisco, CA",,,"['node.js', 'socket.io', 'webrtc', 'mongodb', 'reactjs']","Senior Full-Stack Engineer at Marble Robot, Inc. (San Francisco, CA)"
621,Stardog Union,"Arlington, VA",50000.0,75000.0,"['reactjs', 'node.js', 'javascript', 'electron']","Junior Front End Engineer at Stardog Union (Arlington, VA)"
622,Experian,"Allen, TX",,,"['managed', 'hosting', 'sql', 'scripting', 'powershell', 'sysadmin']","Senior Systems Engineer - managed hosting/client facing at Experian (Allen, TX)"
623,Experian,"Allen, TX",,,"['iam', 'identity', 'access', 'sysadmin']","Identity and Access Management Security Senior Manager at Experian (Allen, TX)"
624,Experian Limited,"Costa Mesa, CA",,,"['cassandra', 'nosql', 'cloud']","Big Data Technical Architect at Experian Limited (Costa Mesa, CA)"
625,Experian Limited,"Franklin, TN",,,"['sql', 'qa', 'analysis']","Senior Data Quality Analyst at Experian Limited (Franklin, TN)"
626,Google,"Mountain View, CA",,,"['java', 'javascript', 'spring', 'integration', 'hibernate']","Application Engineer at Google at Google (Mountain View, CA)"
627,Google,"Mountain View, CA",,,"['go', 'c++', 'c', 'java', 'python']","Google Software Engineer, New Grad at Google (Mountain View, CA)"
628,WB Games New York,"Troy, NY",,,"['python', 'c#', 'java', 'devops', 'sysadmin']","DevOps Engineer at WB Games New York (Troy, NY)"
629,Canvas,"San Francisco, CA",125000.0,175000.0,"['java', 'ruby', 'sql', 'python', 'javascript']","Software Engineer at Canvas (San Francisco, CA)"
630,Surevine,"London, UK",32970.0,59346.0,"['javascript', 'html', 'css', 'rest', 'agile']","Front-end Developer (UK) at Surevine (London, UK) (allows remote)"
631,Canvas,"San Francisco, CA",125000.0,175000.0,"['ember.js', 'javascript', 'angularjs', 'ruby', 'python']","Frontend Engineer at Canvas (San Francisco, CA)"
632,Systematic Inc.,"Centreville, VA",,,"['javascript', 'angular', 'java', 'sdlc']","Software Systems Engineer at Systematic Inc. (Centreville, VA)"
633,Systematic Inc.,"Centreville, VA",,,"['integration', 'soa']","Systems Integration Engineer at Systematic Inc. (Centreville, VA)"
634,PerkSpot,"Chicago, IL",,,"['.net', 'c#', 'lead']","Senior Software Engineer - .NET at PerkSpot (Chicago, IL)"
635,"MIB Group, Inc.","Braintree, MA",,,"['testing', 'automation', 'agile', 'waterfall']","Director, IT Quality Assurance at MIB Group, Inc. (Braintree, MA)"
636,Zalando SE,"Berlin, Germany",,,"['agile', 'python', 'java', 'scala']","Engineering Lead - Pricing & Forecasting at Zalando SE (Berlin, Germany)"
637,Zalando SE,"Berlin, Germany",,,"['python', 'numpy', 'backend', 'nosql', 'machine-learning']","Senior Python Backend Engineer - Pricing & Forecasting at Zalando SE (Berlin, Germany)"
638,Discom GmbH,"Göttingen, Deutschland",,,"['c#', 'c++', 'sql']","Softwareentwickler (w/m) C++ / C# im Bereich akustische Qualitätsanalyse at Discom GmbH (Göttingen, Deutschland)"
639,Daimler Financial Services AG,"Stuttgart, Germany",,,"['ios', 'android', 'java', 'css', 'angularjs']","Web/Mobile Developer (m/f) for iOS and Android based car insurance application at Daimler Financial Services AG (Stuttgart, Germany)"
640,Zalando SE,"Berlin, Germany",,,"['java', 'scala', 'agile', 'backend']","Senior Java Backend Engineer - Pricing & Forecasting at Zalando SE (Berlin, Germany)"
641,Quantifi,"Summit, NJ",,,"['c#', '.net', 'c++']","Developer - NA Region at Quantifi (Summit, NJ)"
642,CAMP Systems International,"Merrimack, NH",,,"['machine-learning', 'bigdata', 'saas', 'architecture', 'devops']","DevOps Manager and Software Architect at CAMP Systems International (Merrimack, NH)"
643,Competence Call Center,"Berlin, Deutschland",,,"['java', 'c#', 'design', 'visual-studio', 'tfs']","Softwareentwickler (m/w) at Competence Call Center (Berlin, Deutschland)"
644,Wisconsin Foundation and Alumni Association,"Madison, WI",64000.0,85000.0,"['sql', 'tsql', 'sql-server']","SQL Developer at Wisconsin Foundation and Alumni Association (Madison, WI)"
645,Appear TV,"Oslo, Norway",58270.0,81578.0,"['c++', 'python', 'git', 'embedded-linux', 'video']","C++ Developer Disrupting TV at Appear TV (Oslo, Norway)"
646,ThoughtWorks Inc.,"Barcelona, Spain",,,"['tdd', 'java', 'agile', 'javascript', 'scala']","Software Developer- Agile lover! at ThoughtWorks Inc. (Barcelona, Spain)"
647,Treatwell,"London, UK",,,"['javascript', 'angularjs', 'reactjs', 'user-experience']","Front End Developer at Treatwell (London, UK)"
648,"Amadeus North America, Inc.","Waltham, MA",,,"['c++', 'java', 'qt']","Software Engineer C++ at Amadeus North America, Inc. (Waltham, MA)"
649,"Amadeus North America, Inc.","Waltham, MA",,,"['c++', 'python', 'java']","Software Engineer  at Amadeus North America, Inc. (Waltham, MA)"
650,Ria Money Transfer EMEA & SA,"Alcobendas, Spain",,,"['sql-server', 'high-availability', 'sysadmin']","SQL Server DBA at Ria Money Transfer EMEA & SA (Alcobendas, Spain)"
651,nuxeo,"Paris, France",,,"['python', 'jira', 'jenkins']","Python Developer at nuxeo (Paris, France)"
652,it-objects GmbH,"Essen, Deutschland",52443.0,75751.0,"['kotlin', 'android', 'pull-request', 'continuous-integration', 'agile']","Senior Android Entwickler at it-objects GmbH (Essen, Deutschland)"
653,nuxeo,"Paris, France",,,"['qa', 'jenkins', 'continuous-integration']","QA Engineer at nuxeo (Paris, France)"
654,Tripwire,"Alpharetta, GA",80000.0,95000.0,"['c++', 'python', 'c', 'agile', 'svn']","Software Engineer at Tripwire (Alpharetta, GA)"
655,nuxeo,"Paris, France",,,"['java', 'polymer', 'javascript', 'maven', 'elasticsearch']","Full Stack Java Developer at nuxeo (Paris, France)"
656,JP Morgan Chase,"Chicago, IL",,,"['java', 'angular', 'javascript', 'html5', 'css3']","Java Software Engineer at JP Morgan Chase (Chicago, IL)"
657,JP Morgan Chase,"Chicago, IL",,,"['java', 'agile', 'ux', 'ui', 'sql']","Java Web Software Engineer (Full Stack) at JP Morgan Chase (Chicago, IL)"
658,Amper Music,"New York, NY",,,"['amazon-web-services', 'python', 'mysql', 'rest', 'flask']","Backend Engineer at Amper Music (New York, NY)"
659,Berlin Institute of Health (BIH),"Berlin, Deutschland",,,"['linux', 'devops', 'centos', 'hpc', 'openldap']","Linux/HPC System Administrator (f/m) at Berlin Institute of Health (BIH) (Berlin, Deutschland)"
660,Genesis10,"Eden Prairie, MN",90000.0,100000.0,"['reactjs', 'rest', 'angularjs', 'node', 'c#']","Full Stack Developer at Genesis10 (Eden Prairie, MN)"
661,Backbase,"Amsterdam, Netherlands",,,"['java', 'spring', 'maven', 'apache-camel', 'jenkins']","Technical Lead at Backbase (Amsterdam, Netherlands)"
662,Ably realtime,"London, UK",,,"['linux', 'docker', 'go', 'ruby', 'devops']","Senior Site Reliability Engineer at Ably realtime (London, UK) (allows remote)"
663,SumUp,"Berlin, Germany",,,"['reactjs', 'javascript', 'node.js', 'html', 'css']","Frontend Engineer - React, JavaScript & Node at SumUp (Berlin, Germany)"
664,Beekeeper AG,"Zürich, Switzerland",,,"['python', 'java', 'javascript', 'elasticsearch', 'kubernetes']","Software Engineer at Beekeeper AG (Zürich, Switzerland)"
665,Beekeeper,"Zürich, Switzerland",,,"['javascript', 'angular', 'python', 'html5', 'css3']","Frontend developer with a passion for growth hacking at Beekeeper (Zürich, Switzerland)"
666,RingGo,"Basingstoke, UK",,,"['angularjs', 'reactjs', 'javascript']","Front End Developer at RingGo (Basingstoke, UK)"
667,eBay,"London Borough of Richmond upon Thames, UK",,,"['javascript', 'html', 'react', 'sass', 'webpack']","Front End Engineer at eBay (London Borough of Richmond upon Thames, UK)"
668,Landis+Gyr GmbH,"Nürnberg, Deutschland",,,"['c', 'git', 'scripting', 'delphi']","Entwickler (m/w) Software / Firmware at Landis+Gyr GmbH (Nürnberg, Deutschland)"
669,trivago GmbH,"Düsseldorf, Germany",,,"['java', 'kafka', 'storm', 'python']","Software Engineer / Machine Learning - Java Backend at trivago GmbH (Düsseldorf, Germany)"
670,Jumio,"Wien, Österreich",81578.0,87405.0,"['amazon-web-services', 'java', 'disaster-recovery']","Lead, IT Operations Team - Based in Vienna, Austria at Jumio (Wien, Österreich)"
671,Aperto GmbH,"Berlin, Deutschland",,,"['reactjs', 'angular', 'vue.js']","Senior Frontend Developer Berlin at Aperto GmbH (Berlin, Deutschland)"
672,Dyson,"Shanghai, China",,,"['amazon-web-services', 'c#', 'node.js', 'mqtt', '.net']","Cloud Developer at Dyson (Shanghai, China)"
673,Readify,"Sydney, Australia",,,"['c#', '.net', 'angularjs', 'reactjs', 'asp.net']","Senior Consultant / Senior Developer / Team Lead at Readify (Sydney, Australia)"
674,Orange Barrel Media,"Columbus, OH",90000.0,130000.0,"['ruby-on-rails', 'ruby', 'postgresql', 'javascript', 'backbone.js']","Full Stack Software Developer (Ruby on Rails) at Orange Barrel Media (Columbus, OH)"
675,Launch Consulting Group,"Bellevue, WA",130000.0,150000.0,"['java', 'javascript', 'amazon-web-services', 'saas', 'mysql']","Lead Java Web Developer at Launch Consulting Group (Bellevue, WA)"
676,IHS Markit,"Boulder, CO",,,"['asp.net', 'node.js', 'c#']","Solutions Architect at IHS Markit (Boulder, CO)"
677,GTN Technical Staffing,"Seattle, WA",150000.0,200000.0,"['java', 'amazon-web-services', 'spring']","Senior Java Developer at GTN Technical Staffing (Seattle, WA)"
678,Neighborhoods.com,"Chicago, IL",,,"['reactjs', 'javascript', 'css']","Senior Front End Engineer at Neighborhoods.com (Chicago, IL)"
679,Zipwhip,"Seattle, WA",100000.0,150000.0,"['java', 'spring', 'spring-mvc', 'nosql', 'tsql']","Senior Java Engineer - #4 Best Place to Work! at Zipwhip (Seattle, WA)"
680,Softwareparadies GmbH & Co. Systemlösungen KG,"Dresden, Deutschland",,,"['c++', 'qt', 'protocol-buffers', 'zeromq']","C++Entwickler(in) für Bauplanungssoftware in 2D und 3D at Softwareparadies GmbH & Co. Systemlösungen KG (Dresden, Deutschland)"
681,"Omitron, Inc.","Greenbelt, MD",81000.0,96000.0,"['c#', '.net', 'matlab', 'agile', 'model-view-controller']","Sr. C# Software Developer for NASA at Omitron, Inc. (Greenbelt, MD)"
682,Zyston,"Dunwoody, GA",120000.0,125000.0,"['.net', 'c#', 'sql-server']",".NET Software Developer at Zyston (Dunwoody, GA)"
683,Zyston,"Dallas, TX",120000.0,124000.0,"['.net', 'c#', 'sql-server']",".NET Software Developer at Zyston (Dallas, TX)"
684,Zyston,"Vinings, GA",110000.0,120000.0,"['php', 'mysql', 'symfony2']","PHP Developer at Zyston (Vinings, GA)"
685,BuzzFeed,"New York, NY",,,"['python', 'r', 'amazon-web-services', 'machine-learning', 'sql']","Data Scientist at BuzzFeed (New York, NY)"
686,Grimm Reaper Information Technology,"Phoenix, AZ",50000.0,90000.0,"['.net', 'web-api', 'asp.net', '.net-core', 'asp.net-core-mvc']","Senior .NET Software Developer at Grimm Reaper Information Technology (Phoenix, AZ) (allows remote)"
687,Northwestern Mutual,"Franklin, WI",,,"['automation', 'web-services', 'unix', 'websphere', 'middleware', 'sysadmin']","Systems SW Engineer (WebSphere & Middleware) at Northwestern Mutual (Franklin, WI)"
688,Autodesk,"San Francisco, CA",,,"['reactjs', 'amazon-web-services', 'javascript', 'node.js', 'rest', 'sysadmin']","Principal Full Stack Engineer at Autodesk (San Francisco, CA)"
689,Esri,"Washington, DC",,,"['javascript', 'html', 'dojo', 'node.js', 'angular']","Software Engineer - JavaScript at Esri (Washington, DC)"
690,Synopsys,"Seattle, WA",,,"['c++', 'c', 'security']","Senior Software Engineer - Security - 15351BR at Synopsys (Seattle, WA)"
691,Synopsys,"Boston, MA",,,"['c++', 'c', 'java']","Senior Technical Support Engineer - 15323BR at Synopsys (Boston, MA)"
692,Synopsys,"Calgary, AB, Canada",,,"['c++', 'c', 'java']","Senior Technical Support Engineer - 15515BR at Synopsys (Calgary, AB, Canada)"
693,Synopsys,"Calgary, AB, Canada",,,"['java', 'web-services', 'security']","Senior Software Engineer - Java -15412BR at Synopsys (Calgary, AB, Canada)"
694,Synopsys,"Calgary, AB, Canada",,,"['maven', 'jenkins', 'perl']","Senior Software Engineer - Build and Release - 15331BR at Synopsys (Calgary, AB, Canada)"
695,Synopsys,"Calgary, AB, Canada",,,"['java', 'java-ee', 'testing']","Senior Software Engineering - 15527BR at Synopsys (Calgary, AB, Canada)"
696,Mobfox,"Wien, Austria",65262.4,69924.0,"['java', 'rx-java', 'aerospike', 'memsql', 'mysql']","Senior Java Engineer at Mobfox (Wien, Austria)"
697,Instructure,"Salt Lake City, UT",,,"['ruby', 'ruby-on-rails', 'react-redux']","Senior Software Engineer at Instructure (Salt Lake City, UT) (allows remote)"
698,WireWheel,"Arlington, VA",75000.0,135000.0,"['amazon-web-services', 'azure', 'cloud', 'microservices', 'sysadmin']","Cloud/DevOps Engineer (AWS, Azure, Google Cloud Platform) at WireWheel (Arlington, VA)"
699,PeopleDoc,"Paris, France",75751.0,87405.0,"['saas', 'agile', 'python', 'java', 'devops']","SaaS Engineering Manager at PeopleDoc (Paris, France)"
700,Auto Accessories Garage,"Chicago, IL",,,"['ruby', 'rails', 'javascript', 'react', 'ecommerce']","Ruby On Rails Developer at Auto Accessories Garage (Chicago, IL)"
701,employer represented by techfolk,"Bristol, UK",36926.4,59346.0,"['java', 'jena', 'linked-data', 'semantic-web', 'linux']","Software Engineer: Java | open source | Linked Data | Semantic Web at employer represented by techfolk (Bristol, UK)"
702,BrainJocks,"Alpharetta, GA",,,"['.net', 'c#', 'powershell', 'sql', 'sitecore']","Lead .NET Developer at BrainJocks (Alpharetta, GA)"
703,Vandebron,"Amsterdam, Netherlands",,,"['devops', 'smack-stack', 'azure', 'dcos', 'mesos', 'sysadmin']","Big Data DevOps at Vandebron (Amsterdam, Netherlands)"
704,Faith Capital Holding,"Kuwait City, Kuwait",36000.0,72000.0,"['ios', 'objective-c', 'uikit', 'swift3', 'git']","IOS Developer at Faith Capital Holding (Kuwait City, Kuwait)"
705,Zemanta,"Ljubljana, Slovenia",,,"['hadoop', 'amazon-web-services', 'bigdata', 'docker', 'aerospike', 'sysadmin']","DevOps Engineer to help scale our Real-Time Bidding platform with 100k+ QPS at Zemanta (Ljubljana, Slovenia)"
706,Faith Capital Holding,"Kuwait City, Kuwait",36000.0,72000.0,"['android', 'java', 'mobile', 'php', 'api']","Android Developer at Faith Capital Holding (Kuwait City, Kuwait)"
